original_mRNAID	new_ID
Chi_Caur_20_FUN_005121-T1	Chi_Caur_20_RPL20B
Chi_Caur_20_FUN_005122-T1	Chi_Caur_20_FMN1
Chi_Caur_20_FUN_005123-T1	Chi_Caur_20_TAL1
Chi_Caur_20_FUN_005125-T1	Chi_Caur_20_GLK1
Chi_Caur_20_FUN_005126-T1	Chi_Caur_20_SHM2
Chi_Caur_20_FUN_005127-T1	Chi_Caur_20_ORM1
Chi_Caur_20_FUN_001129-T1	Chi_Caur_20_DOT1
Chi_Caur_20_FUN_001130-T1	Chi_Caur_20_ISW2
Chi_Caur_20_FUN_001131-T1	Chi_Caur_20_UNG1
Chi_Caur_20_FUN_001132-T1	Chi_Caur_20_OST6
Chi_Caur_20_FUN_001134-T1	Chi_Caur_20_KRE9_1
Chi_Caur_20_FUN_001135-T1	Chi_Caur_20_KRE9_2
Chi_Caur_20_FUN_001138-T1	Chi_Caur_20_TOM20
Chi_Caur_20_FUN_001140-T1	Chi_Caur_20_HOM6
Chi_Caur_20_FUN_001141-T1	Chi_Caur_20_IML1
Chi_Caur_20_FUN_001142-T1	Chi_Caur_20_SNO1
Chi_Caur_20_FUN_001143-T1	Chi_Caur_20_SNZ1
Chi_Caur_20_FUN_001144-T1	Chi_Caur_20_PEX22
Chi_Caur_20_FUN_001145-T1	Chi_Caur_20_LTE1
Chi_Caur_20_FUN_001146-T1	Chi_Caur_20_SLX9
Chi_Caur_20_FUN_001147-T1	Chi_Caur_20_FHL1
Chi_Caur_20_FUN_001148-T1	Chi_Caur_20_PRE2
Chi_Caur_20_FUN_001149-T1	Chi_Caur_20_RPL11
Chi_Caur_20_FUN_001151-T1	Chi_Caur_20_ini1
Chi_Caur_20_FUN_001153-T1	Chi_Caur_20_TWF1
Chi_Caur_20_FUN_001157-T1	Chi_Caur_20_PIL1
Chi_Caur_20_FUN_001158-T1	Chi_Caur_20_SYM1_1
Chi_Caur_20_FUN_001159-T1	Chi_Caur_20_SYM1_2
Chi_Caur_20_FUN_001160-T1	Chi_Caur_20_RTS1
Chi_Caur_20_FUN_001163-T1	Chi_Caur_20_SCP1
Chi_Caur_20_FUN_001164-T1	Chi_Caur_20_mak16
Chi_Caur_20_FUN_001166-T1	Chi_Caur_20_EFH1
Chi_Caur_20_FUN_001170-T1	Chi_Caur_20_GSP1
Chi_Caur_20_FUN_001172-T1	Chi_Caur_20_ATP14
Chi_Caur_20_FUN_001175-T1	Chi_Caur_20_MCM5
Chi_Caur_20_FUN_001178-T1	Chi_Caur_20_RPL18
Chi_Caur_20_FUN_001179-T1	Chi_Caur_20_RPS19A
Chi_Caur_20_FUN_001180-T1	Chi_Caur_20_DYN1
Chi_Caur_20_FUN_001183-T1	Chi_Caur_20_PMS1
Chi_Caur_20_FUN_001187-T1	Chi_Caur_20_VPS21
Chi_Caur_20_FUN_005129-T1	Chi_Caur_20_SAM3
Chi_Caur_20_FUN_005136-T1	Chi_Caur_20_RIA1
Chi_Caur_20_FUN_005138-T1	Chi_Caur_20_DHH1
Chi_Caur_20_FUN_005139-T1	Chi_Caur_20_ADE4
Chi_Caur_20_FUN_005140-T1	Chi_Caur_20_EGD1
Chi_Caur_20_FUN_005142-T1	Chi_Caur_20_SIA1
Chi_Caur_20_FUN_005143-T1	Chi_Caur_20_FCF1
Chi_Caur_20_FUN_005147-T1	Chi_Caur_20_HAM1
Chi_Caur_20_FUN_005149-T1	Chi_Caur_20_THI80
Chi_Caur_20_FUN_005150-T1	Chi_Caur_20_TAF9
Chi_Caur_20_FUN_005151-T1	Chi_Caur_20_BUD7
Chi_Caur_20_FUN_005152-T1	Chi_Caur_20_RCF1
Chi_Caur_20_FUN_005155-T1	Chi_Caur_20_SOK1
Chi_Caur_20_FUN_005157-T1	Chi_Caur_20_VPS13
Chi_Caur_20_FUN_005161-T1	Chi_Caur_20_TRP5
Chi_Caur_20_FUN_005163-T1	Chi_Caur_20_CWH41
Chi_Caur_20_FUN_005166-T1	Chi_Caur_20_PFY1
Chi_Caur_20_FUN_005167-T1	Chi_Caur_20_UBA2
Chi_Caur_20_FUN_005168-T1	Chi_Caur_20_DPM1
Chi_Caur_20_FUN_005169-T1	Chi_Caur_20_NRP1
Chi_Caur_20_FUN_005171-T1	Chi_Caur_20_UME6
Chi_Caur_20_FUN_005176-T1	Chi_Caur_20_NdufA8
Chi_Caur_20_FUN_005177-T1	Chi_Caur_20_NUP57
Chi_Caur_20_FUN_005180-T1	Chi_Caur_20_pan6
Chi_Caur_20_FUN_005183-T1	Chi_Caur_20_PPM2
Chi_Caur_20_FUN_005184-T1	Chi_Caur_20_RRP40
Chi_Caur_20_FUN_005188-T1	Chi_Caur_20_DCN1
Chi_Caur_20_FUN_005190-T1	Chi_Caur_20_TAF12
Chi_Caur_20_FUN_005192-T1	Chi_Caur_20_ucp12
Chi_Caur_20_FUN_005199-T1	Chi_Caur_20_NUT2
Chi_Caur_20_FUN_005202-T1	Chi_Caur_20_MID1
Chi_Caur_20_FUN_005203-T1	Chi_Caur_20_RFC3
Chi_Caur_20_FUN_005206-T1	Chi_Caur_20_KAE1
Chi_Caur_20_FUN_005208-T1	Chi_Caur_20_RPL30
Chi_Caur_20_FUN_005209-T1	Chi_Caur_20_RPL24
Chi_Caur_20_FUN_005213-T1	Chi_Caur_20_NOT3
Chi_Caur_20_FUN_005214-T1	Chi_Caur_20_PEX12
Chi_Caur_20_FUN_005215-T1	Chi_Caur_20_MRI1
Chi_Caur_20_FUN_005216-T1	Chi_Caur_20_SPF1
Chi_Caur_20_FUN_005219-T1	Chi_Caur_20_VAS1
Chi_Caur_20_FUN_005220-T1	Chi_Caur_20_PRP31
Chi_Caur_20_FUN_005221-T1	Chi_Caur_20_RRP46
Chi_Caur_20_FUN_005222-T1	Chi_Caur_20_DBF2
Chi_Caur_20_FUN_005225-T1	Chi_Caur_20_spf31
Chi_Caur_20_FUN_005227-T1	Chi_Caur_20_SAS3
Chi_Caur_20_FUN_005228-T1	Chi_Caur_20_PTC2
Chi_Caur_20_FUN_005229-T1	Chi_Caur_20_PIN4
Chi_Caur_20_FUN_005230-T1	Chi_Caur_20_SBH1
Chi_Caur_20_FUN_005232-T1	Chi_Caur_20_CSP37
Chi_Caur_20_FUN_005235-T1	Chi_Caur_20_BNI4
Chi_Caur_20_FUN_005237-T1	Chi_Caur_20_CSL4
Chi_Caur_20_FUN_005238-T1	Chi_Caur_20_PDR16
Chi_Caur_20_FUN_005241-T1	Chi_Caur_20_RPP1
Chi_Caur_20_FUN_005243-T1	Chi_Caur_20_YCK2
Chi_Caur_20_FUN_005247-T1	Chi_Caur_20_UBC6
Chi_Caur_20_FUN_001189-T1	Chi_Caur_20_NAG4
Chi_Caur_20_FUN_001192-T1	Chi_Caur_20_PMT4
Chi_Caur_20_FUN_001193-T1	Chi_Caur_20_PPX1
Chi_Caur_20_FUN_001196-T1	Chi_Caur_20_CSM3
Chi_Caur_20_FUN_001198-T1	Chi_Caur_20_RPN10
Chi_Caur_20_FUN_001200-T1	Chi_Caur_20_MET5
Chi_Caur_20_FUN_001203-T1	Chi_Caur_20_TDH1
Chi_Caur_20_FUN_001204-T1	Chi_Caur_20_PMT2
Chi_Caur_20_FUN_001205-T1	Chi_Caur_20_ISA2
Chi_Caur_20_FUN_001206-T1	Chi_Caur_20_TPD3
Chi_Caur_20_FUN_001207-T1	Chi_Caur_20_PMU3
Chi_Caur_20_FUN_001208-T1	Chi_Caur_20_FCR1
Chi_Caur_20_FUN_001212-T1	Chi_Caur_20_KU70
Chi_Caur_20_FUN_001213-T1	Chi_Caur_20_aps2
Chi_Caur_20_FUN_001214-T1	Chi_Caur_20_CDC8
Chi_Caur_20_FUN_001217-T1	Chi_Caur_20_AVT4
Chi_Caur_20_FUN_001219-T1	Chi_Caur_20_TIF45
Chi_Caur_20_FUN_001220-T1	Chi_Caur_20_bem46
Chi_Caur_20_FUN_001221-T1	Chi_Caur_20_RTC1
Chi_Caur_20_FUN_001222-T1	Chi_Caur_20_SLD5
Chi_Caur_20_FUN_001224-T1	Chi_Caur_20_MCD1
Chi_Caur_20_FUN_001226-T1	Chi_Caur_20_ATP16
Chi_Caur_20_FUN_001227-T1	Chi_Caur_20_MRPL25
Chi_Caur_20_FUN_001228-T1	Chi_Caur_20_smd1
Chi_Caur_20_FUN_001231-T1	Chi_Caur_20_MAL9
Chi_Caur_20_FUN_001233-T1	Chi_Caur_20_POP3
Chi_Caur_20_FUN_001234-T1	Chi_Caur_20_RFC4
Chi_Caur_20_FUN_001235-T1	Chi_Caur_20_VPS52
Chi_Caur_20_FUN_001236-T1	Chi_Caur_20_HMI1
Chi_Caur_20_FUN_001237-T1	Chi_Caur_20_STB5
Chi_Caur_20_FUN_001239-T1	Chi_Caur_20_CSM1
Chi_Caur_20_FUN_001241-T1	Chi_Caur_20_COX16
Chi_Caur_20_FUN_001242-T1	Chi_Caur_20_TUP1
Chi_Caur_20_FUN_001243-T1	Chi_Caur_20_MVD1
Chi_Caur_20_FUN_001248-T1	Chi_Caur_20_CCT8
Chi_Caur_20_FUN_001249-T1	Chi_Caur_20_TRP1
Chi_Caur_20_FUN_001250-T1	Chi_Caur_20_VPS53
Chi_Caur_20_FUN_005250-T1	Chi_Caur_20_ssr3
Chi_Caur_20_FUN_005251-T1	Chi_Caur_20_OLE2
Chi_Caur_20_FUN_005253-T1	Chi_Caur_20_sap49
Chi_Caur_20_FUN_005254-T1	Chi_Caur_20_BCD1
Chi_Caur_20_FUN_005259-T1	Chi_Caur_20_ATP23
Chi_Caur_20_FUN_005260-T1	Chi_Caur_20_ARE2
Chi_Caur_20_FUN_005261-T1	Chi_Caur_20_BUD23
Chi_Caur_20_FUN_005268-T1	Chi_Caur_20_SFH1
Chi_Caur_20_FUN_005271-T1	Chi_Caur_20_BUD6
Chi_Caur_20_FUN_005272-T1	Chi_Caur_20_sal3
Chi_Caur_20_FUN_005273-T1	Chi_Caur_20_RBG1
Chi_Caur_20_FUN_005274-T1	Chi_Caur_20_FUN12
Chi_Caur_20_FUN_005276-T1	Chi_Caur_20_pho2_1
Chi_Caur_20_FUN_005277-T1	Chi_Caur_20_YPD1
Chi_Caur_20_FUN_005278-T1	Chi_Caur_20_ALG9
Chi_Caur_20_FUN_005279-T1	Chi_Caur_20_ADE12
Chi_Caur_20_FUN_005280-T1	Chi_Caur_20_IDH1
Chi_Caur_20_FUN_005285-T1	Chi_Caur_20_MSS4
Chi_Caur_20_FUN_005286-T1	Chi_Caur_20_AIM24
Chi_Caur_20_FUN_005288-T1	Chi_Caur_20_RMD1
Chi_Caur_20_FUN_005290-T1	Chi_Caur_20_NHP10
Chi_Caur_20_FUN_005298-T1	Chi_Caur_20_FDH1_2
Chi_Caur_20_FUN_005299-T1	Chi_Caur_20_SDH2
Chi_Caur_20_FUN_005301-T1	Chi_Caur_20_YHB1
Chi_Caur_20_FUN_005303-T1	Chi_Caur_20_MRPL44
Chi_Caur_20_FUN_005305-T1	Chi_Caur_20_SPB1
Chi_Caur_20_FUN_005306-T1	Chi_Caur_20_APA2
Chi_Caur_20_FUN_005307-T1	Chi_Caur_20_QCR7
Chi_Caur_20_FUN_005308-T1	Chi_Caur_20_DIC1
Chi_Caur_20_FUN_005309-T1	Chi_Caur_20_SLA2
Chi_Caur_20_FUN_005312-T1	Chi_Caur_20_TOA1
Chi_Caur_20_FUN_005313-T1	Chi_Caur_20_BEM3
Chi_Caur_20_FUN_005314-T1	Chi_Caur_20_HOS3
Chi_Caur_20_FUN_005316-T1	Chi_Caur_20_IDI1
Chi_Caur_20_FUN_005318-T1	Chi_Caur_20_NEP1
Chi_Caur_20_FUN_005319-T1	Chi_Caur_20_LCD1
Chi_Caur_20_FUN_005320-T1	Chi_Caur_20_RPL37B
Chi_Caur_20_FUN_005322-T1	Chi_Caur_20_TOS4
Chi_Caur_20_FUN_005323-T1	Chi_Caur_20_OGG1
Chi_Caur_20_FUN_005325-T1	Chi_Caur_20_MGS1
Chi_Caur_20_FUN_005326-T1	Chi_Caur_20_SMT3
Chi_Caur_20_FUN_005330-T1	Chi_Caur_20_CSN12
Chi_Caur_20_FUN_005331-T1	Chi_Caur_20_TIF5
Chi_Caur_20_FUN_005332-T1	Chi_Caur_20_FIP1
Chi_Caur_20_FUN_005333-T1	Chi_Caur_20_BUD4
Chi_Caur_20_FUN_005334-T1	Chi_Caur_20_PST1
Chi_Caur_20_FUN_005335-T1	Chi_Caur_20_UAP1
Chi_Caur_20_FUN_005339-T1	Chi_Caur_20_BTS1
Chi_Caur_20_FUN_005343-T1	Chi_Caur_20_SPT6
Chi_Caur_20_FUN_005348-T1	Chi_Caur_20_TUB4
Chi_Caur_20_FUN_005349-T1	Chi_Caur_20_ARO9
Chi_Caur_20_FUN_005350-T1	Chi_Caur_20_GVP36
Chi_Caur_20_FUN_005351-T1	Chi_Caur_20_HOM3
Chi_Caur_20_FUN_005352-T1	Chi_Caur_20_NUA3
Chi_Caur_20_FUN_005353-T1	Chi_Caur_20_CBR1
Chi_Caur_20_FUN_005354-T1	Chi_Caur_20_VPS62
Chi_Caur_20_FUN_005357-T1	Chi_Caur_20_TSC2
Chi_Caur_20_FUN_005358-T1	Chi_Caur_20_ADO1
Chi_Caur_20_FUN_005359-T1	Chi_Caur_20_POL5
Chi_Caur_20_FUN_005361-T1	Chi_Caur_20_MDL2
Chi_Caur_20_FUN_005363-T1	Chi_Caur_20_SWC5
Chi_Caur_20_FUN_005364-T1	Chi_Caur_20_PBP2
Chi_Caur_20_FUN_005365-T1	Chi_Caur_20_OPT8
Chi_Caur_20_FUN_005366-T1	Chi_Caur_20_SNF4
Chi_Caur_20_FUN_005367-T1	Chi_Caur_20_ZRT2
Chi_Caur_20_FUN_001251-T1	Chi_Caur_20_RTG3
Chi_Caur_20_FUN_001253-T1	Chi_Caur_20_BIG1
Chi_Caur_20_FUN_001255-T1	Chi_Caur_20_RPS17B
Chi_Caur_20_FUN_001256-T1	Chi_Caur_20_ADA2
Chi_Caur_20_FUN_001258-T1	Chi_Caur_20_UTP6
Chi_Caur_20_FUN_001260-T1	Chi_Caur_20_CTR2
Chi_Caur_20_FUN_001261-T1	Chi_Caur_20_RCF2_1
Chi_Caur_20_FUN_001262-T1	Chi_Caur_20_GCD6
Chi_Caur_20_FUN_001263-T1	Chi_Caur_20_ERG1
Chi_Caur_20_FUN_001264-T1	Chi_Caur_20_VCX1
Chi_Caur_20_FUN_001265-T1	Chi_Caur_20_PCL2
Chi_Caur_20_FUN_001266-T1	Chi_Caur_20_cct1
Chi_Caur_20_FUN_001270-T1	Chi_Caur_20_cdc42
Chi_Caur_20_FUN_001271-T1	Chi_Caur_20_UPC2
Chi_Caur_20_FUN_001272-T1	Chi_Caur_20_CBP4
Chi_Caur_20_FUN_001273-T1	Chi_Caur_20_APS3
Chi_Caur_20_FUN_001274-T1	Chi_Caur_20_BNA5
Chi_Caur_20_FUN_001275-T1	Chi_Caur_20_ENO1
Chi_Caur_20_FUN_001276-T1	Chi_Caur_20_PRE5
Chi_Caur_20_FUN_001283-T1	Chi_Caur_20_SPP1
Chi_Caur_20_FUN_001286-T1	Chi_Caur_20_cmk1
Chi_Caur_20_FUN_001287-T1	Chi_Caur_20_MAK21
Chi_Caur_20_FUN_001289-T1	Chi_Caur_20_PKC1
Chi_Caur_20_FUN_001291-T1	Chi_Caur_20_HSL1
Chi_Caur_20_FUN_001292-T1	Chi_Caur_20_YPK2
Chi_Caur_20_FUN_001295-T1	Chi_Caur_20_EAF6
Chi_Caur_20_FUN_001297-T1	Chi_Caur_20_SEC15
Chi_Caur_20_FUN_001298-T1	Chi_Caur_20_IRC6
Chi_Caur_20_FUN_001300-T1	Chi_Caur_20_FZO1
Chi_Caur_20_FUN_001303-T1	Chi_Caur_20_ucp10
Chi_Caur_20_FUN_001306-T1	Chi_Caur_20_RAM1
Chi_Caur_20_FUN_001311-T1	Chi_Caur_20_RRP42
Chi_Caur_20_FUN_001314-T1	Chi_Caur_20_ATG20
Chi_Caur_20_FUN_005369-T1	Chi_Caur_20_PHO88
Chi_Caur_20_FUN_005371-T1	Chi_Caur_20_SCO1
Chi_Caur_20_FUN_005375-T1	Chi_Caur_20_SPT20
Chi_Caur_20_FUN_005376-T1	Chi_Caur_20_DCP1
Chi_Caur_20_FUN_005383-T1	Chi_Caur_20_POM1
Chi_Caur_20_FUN_005385-T1	Chi_Caur_20_PXA2
Chi_Caur_20_FUN_005389-T1	Chi_Caur_20_naa30
Chi_Caur_20_FUN_005390-T1	Chi_Caur_20_RXT2
Chi_Caur_20_FUN_005391-T1	Chi_Caur_20_POL30
Chi_Caur_20_FUN_005394-T1	Chi_Caur_20_apm1
Chi_Caur_20_FUN_005395-T1	Chi_Caur_20_GAS5
Chi_Caur_20_FUN_005396-T1	Chi_Caur_20_RPN5
Chi_Caur_20_FUN_005397-T1	Chi_Caur_20_HIS1
Chi_Caur_20_FUN_005398-T1	Chi_Caur_20_RER2
Chi_Caur_20_FUN_005401-T1	Chi_Caur_20_NAP1
Chi_Caur_20_FUN_005402-T1	Chi_Caur_20_PXA1
Chi_Caur_20_FUN_005403-T1	Chi_Caur_20_DAL5_3
Chi_Caur_20_FUN_005405-T1	Chi_Caur_20_OAC1
Chi_Caur_20_FUN_005408-T1	Chi_Caur_20_CYM1
Chi_Caur_20_FUN_005410-T1	Chi_Caur_20_CAC2
Chi_Caur_20_FUN_005411-T1	Chi_Caur_20_CUE1
Chi_Caur_20_FUN_005413-T1	Chi_Caur_20_HGT3
Chi_Caur_20_FUN_005414-T1	Chi_Caur_20_SEC9
Chi_Caur_20_FUN_005416-T1	Chi_Caur_20_NHP2
Chi_Caur_20_FUN_005418-T1	Chi_Caur_20_SEC26
Chi_Caur_20_FUN_005425-T1	Chi_Caur_20_INP51
Chi_Caur_20_FUN_005426-T1	Chi_Caur_20_IRC22
Chi_Caur_20_FUN_005429-T1	Chi_Caur_20_VMA8
Chi_Caur_20_FUN_005430-T1	Chi_Caur_20_SDH1
Chi_Caur_20_FUN_005439-T1	Chi_Caur_20_SKY1_2
Chi_Caur_20_FUN_005440-T1	Chi_Caur_20_CWC27
Chi_Caur_20_FUN_005441-T1	Chi_Caur_20_APL4
Chi_Caur_20_FUN_005442-T1	Chi_Caur_20_YOP1
Chi_Caur_20_FUN_005444-T1	Chi_Caur_20_VMA5
Chi_Caur_20_FUN_005448-T1	Chi_Caur_20_GAP1_4
Chi_Caur_20_FUN_005451-T1	Chi_Caur_20_CLB2
Chi_Caur_20_FUN_005452-T1	Chi_Caur_20_ESC4
Chi_Caur_20_FUN_005455-T1	Chi_Caur_20_DCW1
Chi_Caur_20_FUN_005456-T1	Chi_Caur_20_SNX4
Chi_Caur_20_FUN_005457-T1	Chi_Caur_20_PTM1
Chi_Caur_20_FUN_005458-T1	Chi_Caur_20_RPN9
Chi_Caur_20_FUN_005459-T1	Chi_Caur_20_MET14
Chi_Caur_20_FUN_005460-T1	Chi_Caur_20_DID4
Chi_Caur_20_FUN_005464-T1	Chi_Caur_20_REB1
Chi_Caur_20_FUN_005466-T1	Chi_Caur_20_FTR1_2
Chi_Caur_20_FUN_001316-T1	Chi_Caur_20_ERV29
Chi_Caur_20_FUN_001317-T1	Chi_Caur_20_CYT2
Chi_Caur_20_FUN_001318-T1	Chi_Caur_20_TIM10
Chi_Caur_20_FUN_001321-T1	Chi_Caur_20_ERG8
Chi_Caur_20_FUN_001322-T1	Chi_Caur_20_TYR1
Chi_Caur_20_FUN_001323-T1	Chi_Caur_20_ARL1
Chi_Caur_20_FUN_001325-T1	Chi_Caur_20_zuo1
Chi_Caur_20_FUN_001327-T1	Chi_Caur_20_AMS1
Chi_Caur_20_FUN_001331-T1	Chi_Caur_20_SOD1
Chi_Caur_20_FUN_001334-T1	Chi_Caur_20_TFB1
Chi_Caur_20_FUN_001335-T1	Chi_Caur_20_RPF1
Chi_Caur_20_FUN_001336-T1	Chi_Caur_20_MSN5
Chi_Caur_20_FUN_001338-T1	Chi_Caur_20_PFK26
Chi_Caur_20_FUN_001339-T1	Chi_Caur_20_VAC7
Chi_Caur_20_FUN_001344-T1	Chi_Caur_20_DAK2
Chi_Caur_20_FUN_001345-T1	Chi_Caur_20_ARG81
Chi_Caur_20_FUN_001346-T1	Chi_Caur_20_CCW12
Chi_Caur_20_FUN_001347-T1	Chi_Caur_20_ERO1
Chi_Caur_20_FUN_001349-T1	Chi_Caur_20_DBP3
Chi_Caur_20_FUN_001350-T1	Chi_Caur_20_AGP3
Chi_Caur_20_FUN_001352-T1	Chi_Caur_20_VMA9
Chi_Caur_20_FUN_001353-T1	Chi_Caur_20_STP22
Chi_Caur_20_FUN_001354-T1	Chi_Caur_20_CBF5
Chi_Caur_20_FUN_001356-T1	Chi_Caur_20_PEA2
Chi_Caur_20_FUN_001359-T1	Chi_Caur_20_tbp1
Chi_Caur_20_FUN_001360-T1	Chi_Caur_20_CGR1_2
Chi_Caur_20_FUN_001362-T1	Chi_Caur_20_RCF2_2
Chi_Caur_20_FUN_001364-T1	Chi_Caur_20_sgf73
Chi_Caur_20_FUN_001365-T1	Chi_Caur_20_IPL1
Chi_Caur_20_FUN_001366-T1	Chi_Caur_20_SAC7
Chi_Caur_20_FUN_001367-T1	Chi_Caur_20_LEO1
Chi_Caur_20_FUN_001368-T1	Chi_Caur_20_ADK2_1
Chi_Caur_20_FUN_005468-T1	Chi_Caur_20_TEF1_2
Chi_Caur_20_FUN_005470-T1	Chi_Caur_20_GTP14
Chi_Caur_20_FUN_005475-T1	Chi_Caur_20_RPT1
Chi_Caur_20_FUN_005476-T1	Chi_Caur_20_rpc25
Chi_Caur_20_FUN_005481-T1	Chi_Caur_20_PHO4
Chi_Caur_20_FUN_005482-T1	Chi_Caur_20_RTC4
Chi_Caur_20_FUN_005483-T1	Chi_Caur_20_FOL1
Chi_Caur_20_FUN_005485-T1	Chi_Caur_20_cyp6
Chi_Caur_20_FUN_005484-T1	Chi_Caur_20_GIS2
Chi_Caur_20_FUN_005487-T1	Chi_Caur_20_TRM5
Chi_Caur_20_FUN_005488-T1	Chi_Caur_20_rrp4
Chi_Caur_20_FUN_005491-T1	Chi_Caur_20_JIP5
Chi_Caur_20_FUN_005492-T1	Chi_Caur_20_YMR1
Chi_Caur_20_FUN_005495-T1	Chi_Caur_20_SNC2
Chi_Caur_20_FUN_005496-T1	Chi_Caur_20_GCV3
Chi_Caur_20_FUN_005500-T1	Chi_Caur_20_CDC48
Chi_Caur_20_FUN_005501-T1	Chi_Caur_20_CDR3_2
Chi_Caur_20_FUN_005513-T1	Chi_Caur_20_wos2
Chi_Caur_20_FUN_005515-T1	Chi_Caur_20_LAG1
Chi_Caur_20_FUN_005516-T1	Chi_Caur_20_HSE1
Chi_Caur_20_FUN_005517-T1	Chi_Caur_20_CAP1
Chi_Caur_20_FUN_005518-T1	Chi_Caur_20_UFD4
Chi_Caur_20_FUN_005521-T1	Chi_Caur_20_USO1
Chi_Caur_20_FUN_005522-T1	Chi_Caur_20_ABZ1
Chi_Caur_20_FUN_005523-T1	Chi_Caur_20_PAT1
Chi_Caur_20_FUN_005524-T1	Chi_Caur_20_IMG2
Chi_Caur_20_FUN_005525-T1	Chi_Caur_20_SSK2
Chi_Caur_20_FUN_005527-T1	Chi_Caur_20_SME1
Chi_Caur_20_FUN_005528-T1	Chi_Caur_20_TOM1
Chi_Caur_20_FUN_005530-T1	Chi_Caur_20_STP4
Chi_Caur_20_FUN_005531-T1	Chi_Caur_20_ELO3
Chi_Caur_20_FUN_005532-T1	Chi_Caur_20_PEP3
Chi_Caur_20_FUN_005533-T1	Chi_Caur_20_fim1
Chi_Caur_20_FUN_005535-T1	Chi_Caur_20_MRT4
Chi_Caur_20_FUN_005536-T1	Chi_Caur_20_MIF2
Chi_Caur_20_FUN_005540-T1	Chi_Caur_20_HEK2
Chi_Caur_20_FUN_005547-T1	Chi_Caur_20_ZRT1
Chi_Caur_20_FUN_000141-T1	Chi_Caur_20_SAM35
Chi_Caur_20_FUN_000142-T1	Chi_Caur_20_RPN11
Chi_Caur_20_FUN_000144-T1	Chi_Caur_20_GDI1
Chi_Caur_20_FUN_000145-T1	Chi_Caur_20_DDI1
Chi_Caur_20_FUN_000147-T1	Chi_Caur_20_MgSsk1
Chi_Caur_20_FUN_000150-T1	Chi_Caur_20_LCB2
Chi_Caur_20_FUN_000152-T1	Chi_Caur_20_DOA4
Chi_Caur_20_FUN_000151-T1	Chi_Caur_20_OCA6
Chi_Caur_20_FUN_000153-T1	Chi_Caur_20_GCN3
Chi_Caur_20_FUN_000155-T1	Chi_Caur_20_cpc2
Chi_Caur_20_FUN_000158-T1	Chi_Caur_20_MED11
Chi_Caur_20_FUN_000159-T1	Chi_Caur_20_PSF1
Chi_Caur_20_FUN_000160-T1	Chi_Caur_20_MDM12_2
Chi_Caur_20_FUN_000161-T1	Chi_Caur_20_PEX1
Chi_Caur_20_FUN_000162-T1	Chi_Caur_20_COX20
Chi_Caur_20_FUN_000165-T1	Chi_Caur_20_NPA3
Chi_Caur_20_FUN_000168-T1	Chi_Caur_20_EFM7
Chi_Caur_20_FUN_000170-T1	Chi_Caur_20_KRE1
Chi_Caur_20_FUN_000173-T1	Chi_Caur_20_MCM2
Chi_Caur_20_FUN_000175-T1	Chi_Caur_20_PIM1
Chi_Caur_20_FUN_000178-T1	Chi_Caur_20_NCL1
Chi_Caur_20_FUN_000180-T1	Chi_Caur_20_HAP3
Chi_Caur_20_FUN_000181-T1	Chi_Caur_20_RFT1
Chi_Caur_20_FUN_000183-T1	Chi_Caur_20_LSM2
Chi_Caur_20_FUN_000185-T1	Chi_Caur_20_NAT10
Chi_Caur_20_FUN_000186-T1	Chi_Caur_20_NRK1
Chi_Caur_20_FUN_000188-T1	Chi_Caur_20_UGA4_1
Chi_Caur_20_FUN_000189-T1	Chi_Caur_20_QDR1_1
Chi_Caur_20_FUN_000190-T1	Chi_Caur_20_VPS60
Chi_Caur_20_FUN_000195-T1	Chi_Caur_20_ADK1
Chi_Caur_20_FUN_000197-T1	Chi_Caur_20_YHM1
Chi_Caur_20_FUN_000201-T1	Chi_Caur_20_RIP1
Chi_Caur_20_FUN_000202-T1	Chi_Caur_20_HUL4
Chi_Caur_20_FUN_000204-T1	Chi_Caur_20_NUP85
Chi_Caur_20_FUN_000205-T1	Chi_Caur_20_CUP5
Chi_Caur_20_FUN_000206-T1	Chi_Caur_20_SNU13
Chi_Caur_20_FUN_000208-T1	Chi_Caur_20_GEF1
Chi_Caur_20_FUN_000209-T1	Chi_Caur_20_ATF1
Chi_Caur_20_FUN_000210-T1	Chi_Caur_20_VAM3
Chi_Caur_20_FUN_000211-T1	Chi_Caur_20_POL1
Chi_Caur_20_FUN_000214-T1	Chi_Caur_20_SNF5
Chi_Caur_20_FUN_000218-T1	Chi_Caur_20_MSU1
Chi_Caur_20_FUN_000220-T1	Chi_Caur_20_PPA2
Chi_Caur_20_FUN_000222-T1	Chi_Caur_20_ERG12
Chi_Caur_20_FUN_000223-T1	Chi_Caur_20_fsf1
Chi_Caur_20_FUN_000225-T1	Chi_Caur_20_GUA1
Chi_Caur_20_FUN_000226-T1	Chi_Caur_20_YTM1
Chi_Caur_20_FUN_000228-T1	Chi_Caur_20_RAM2
Chi_Caur_20_FUN_000234-T1	Chi_Caur_20_SKS1
Chi_Caur_20_FUN_000235-T1	Chi_Caur_20_HGT1_1
Chi_Caur_20_FUN_005552-T1	Chi_Caur_20_SIT4_3
Chi_Caur_20_FUN_005554-T1	Chi_Caur_20_VMA13
Chi_Caur_20_FUN_005558-T1	Chi_Caur_20_UFE1
Chi_Caur_20_FUN_005563-T1	Chi_Caur_20_HMG1
Chi_Caur_20_FUN_005564-T1	Chi_Caur_20_STR2
